accession	description	source_file	line_no	clade	source_header	raw_date	reason
MN617867.1	Porcine epidemic diarrhea virus isolate CH/SCQL-2/2018 spike protein (S) gene, complete cds	G2cchinanew.txt	740	G2c	MN617867.1|CH/SCQL-2/2018|22-Oct-2018|China	22-Oct-2018	missing_or_unparseable_date
MN893406.1	Porcine epidemic diarrhea virus isolate CH-HNAY-2016 spike glycoprotein gene, complete cds	G2cchinanew.txt	68	G2c	MN893406.1|CH-HNAY-2016|01-Nov-2016|China	01-Nov-2016	missing_or_unparseable_date
MN893407.1	Porcine epidemic diarrhea virus isolate CH-HNAY-2017 spike glycoprotein gene, complete cds	G2cchinanew.txt	69	G2c	MN893407.1|CH-HNAY-2017|01-Mar-2017|China	01-Mar-2017	missing_or_unparseable_date
MN893411.1	Porcine epidemic diarrhea virus isolate CH-HNLH-2016 spike glycoprotein gene, complete cds	G2cchinanew.txt	67	G2c	MN893411.1|CH-HNLH-2016|01-Sep-2016|China	01-Sep-2016	missing_or_unparseable_date
MN893412.1	Porcine epidemic diarrhea virus isolate CH-HNLH-2017 spike glycoprotein gene, complete cds	G2cchinanew.txt	70	G2c	MN893412.1|CH-HNLH-2017|01-Mar-2017|China	01-Mar-2017	missing_or_unparseable_date
MN893413.1	Porcine epidemic diarrhea virus isolate CH-HNNY-2017 spike glycoprotein gene, complete cds	G2cchinanew.txt	74	G2c	MN893413.1|CH-HNNY-2017|01-Mar-2017|China	01-Mar-2017	missing_or_unparseable_date
MN893416.1	Porcine epidemic diarrhea virus isolate CH-HNPY-2016 spike glycoprotein gene, complete cds	G2cchinanew.txt	81	G2c	MN893416.1|CH-HNPY-2016|01-Sep-2016|China	01-Sep-2016	missing_or_unparseable_date
MN893418.1	Porcine epidemic diarrhea virus isolate CH-HNXX-2017 spike glycoprotein gene, complete cds	G2cchinanew.txt	85	G2c	MN893418.1|CH-HNXX-2017|01-Sep-2017|China	01-Sep-2017	missing_or_unparseable_date
MN893419.1	Porcine epidemic diarrhea virus isolate CH-HNXY-1-2017 spike glycoprotein gene, complete cds	G2cchinanew.txt	86	G2c	MN893419.1|CH-HNXY-1-2017|01-Nov-2017|China	01-Nov-2017	missing_or_unparseable_date
MN893420.1	Porcine epidemic diarrhea virus isolate CH-HNXY-2-2017 spike glycoprotein gene, complete cds	G2cchinanew.txt	89	G2c	MN893420.1|CH-HNXY-2-2017|01-Dec-2017|China	01-Dec-2017	missing_or_unparseable_date
MN893421.1	Porcine epidemic diarrhea virus isolate CH-HNXY-3-2018 spike glycoprotein gene, complete cds	G2cchinanew.txt	473	G2c	MN893421.1|CH-HNXY-3-2018|01-Jan-2018|China	01-Jan-2018	missing_or_unparseable_date
MN893422.1	Porcine epidemic diarrhea virus isolate CH-HNZK-1-2017 spike glycoprotein gene, complete cds	G2cchinanew.txt	58	G2c	MN893422.1|CH-HNZK-1-2017|01-Apr-2017|China	01-Apr-2017	missing_or_unparseable_date
MN893423.1	Porcine epidemic diarrhea virus isolate CH-HNZK-2-2018 spike glycoprotein gene, complete cds	G2cchinanew.txt	75	G2c	MN893423.1|CH-HNZK-2-2018|01-Jan-2018|China	01-Jan-2018	missing_or_unparseable_date
MN893425.1	Porcine epidemic diarrhea virus isolate CH-HNZK-4-2017 spike glycoprotein gene, complete cds	G2cchinanew.txt	256	G2c	MN893425.1|CH-HNZK-4-2017|01-Jun-2017|China	01-Jun-2017	missing_or_unparseable_date
MT031819.1	Porcine epidemic diarrhea virus strain CH/CC-1/2018 spike protein (S) gene, complete cds	G2cchinanew.txt	77	G2c	MT031819.1|CH/CC-1/2018|05-Dec-2018|China	05-Dec-2018	missing_or_unparseable_date
MT031820.1	Porcine epidemic diarrhea virus strain CH/CC-2/2018 spike protein (S) gene, complete cds	G2cchinanew.txt	350	G2c	MT031820.1|CH/CC-2/2018|05-Dec-2018|China	05-Dec-2018	missing_or_unparseable_date
MT263014.1	Porcine epidemic diarrhea virus isolate SC-YB73, partial genome	G2cchinanew.txt	82	G2c	MT263014.1|SC-YB73|10-Oct-2019|China	10-Oct-2019	missing_or_unparseable_date
MW398867.1	Porcine epidemic diarrhea virus strain CH/SCNC-1/2020 spike protein gene, complete cds	G2cchinanew.txt	672	G2c	MW398867.1|CH/SCNC-1/2020|26-Oct-2020|China	26-Oct-2020	missing_or_unparseable_date
MZ241108.1	Porcine epidemic diarrhea virus isolate SXSL, complete genome	G2cchinanew.txt	1023	G2c	MZ241108.1|SXSL|25-Dec-2020|China	25-Dec-2020	missing_or_unparseable_date
MZ364310.1	Porcine epidemic diarrhea virus strain CH/GX/PEDV/1401/2016, complete genome	G2cchinanew.txt	592	G2c	MZ364310.1|CH/GX/PEDV/1401/2016|08-Dec-2016|China	08-Dec-2016	missing_or_unparseable_date
MZ364311.1	Porcine epidemic diarrhea virus strain CH/GX/PEDV/1902/2017, complete genome	G2cchinanew.txt	573	G2c	MZ364311.1|CH/GX/PEDV/1902/2017|22-Dec-2017|China	22-Dec-2017	missing_or_unparseable_date
MZ364312.1	Porcine epidemic diarrhea virus strain CH/GX/PEDV/1939/2018, complete genome	G2cchinanew.txt	574	G2c	MZ364312.1|CH/GX/PEDV/1939/2018|15-Jan-2018|China	15-Jan-2018	missing_or_unparseable_date
MZ364313.1	Porcine epidemic diarrhea virus strain CH/GX/PEDV/1984/2018, complete genome	G2cchinanew.txt	55	G2c	MZ364313.1|CH/GX/PEDV/1984/2018|27-Feb-2018|China	27-Feb-2018	missing_or_unparseable_date
MZ364315.1	Porcine epidemic diarrhea virus strain CH/GX/PEDV/2467/2019, complete genome	G2cchinanew.txt	394	G2c	MZ364315.1|CH/GX/PEDV/2467/2019|11-Jan-2019|China	11-Jan-2019	missing_or_unparseable_date
MZ364316.1	Porcine epidemic diarrhea virus strain CH/GX/PEDV/2473/2019, complete genome	G2cchinanew.txt	395	G2c	MZ364316.1|CH/GX/PEDV/2473/2019|17-Jan-2019|China	17-Jan-2019	missing_or_unparseable_date
MZ570133.1	Porcine epidemic diarrhea virus isolate CH/HNKF-01/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	185	G2c	MZ570133.1|CH/HNKF-01/2020|10-Jul-2020|China	10-Jul-2020	missing_or_unparseable_date
MZ570134.1	Porcine epidemic diarrhea virus isolate CH/HNXX-01/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	847	G2c	MZ570134.1|CH/HNXX-01/2020|17-Sep-2020|China	17-Sep-2020	missing_or_unparseable_date
MZ570135.1	Porcine epidemic diarrhea virus isolate CH/HNXX-02/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	1040	G2c	MZ570135.1|CH/HNXX-02/2020|22-Oct-2020|China	22-Oct-2020	missing_or_unparseable_date
MZ570136.1	Porcine epidemic diarrhea virus isolate CH/HNXY-01/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	845	G2c	MZ570136.1|CH/HNXY-01/2020|30-Nov-2020|China	30-Nov-2020	missing_or_unparseable_date
MZ570137.1	Porcine epidemic diarrhea virus isolate CH/HNLH-01/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	1048	G2c	MZ570137.1|CH/HNLH-01/2020|05-Jun-2020|China	05-Jun-2020	missing_or_unparseable_date
MZ570138.1	Porcine epidemic diarrhea virus isolate CH/HNJZ-01/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	639	G2c	MZ570138.1|CH/HNJZ-01/2020|12-Jul-2020|China	12-Jul-2020	missing_or_unparseable_date
MZ570139.1	Porcine epidemic diarrhea virus isolate CH/HNXC-01/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	1127	G2c	MZ570139.1|CH/HNXC-01/2020|17-Sep-2020|China	17-Sep-2020	missing_or_unparseable_date
MZ570140.1	Porcine epidemic diarrhea virus isolate CH/HNLH-02/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	640	G2c	MZ570140.1|CH/HNLH-02/2020|25-Oct-2020|China	25-Oct-2020	missing_or_unparseable_date
MZ570141.1	Porcine epidemic diarrhea virus isolate CH/HNKF-02/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	1146	G2c	MZ570141.1|CH/HNKF-02/2020|09-Nov-2020|China	09-Nov-2020	missing_or_unparseable_date
MZ570142.1	Porcine epidemic diarrhea virus isolate CH/HNXC-02/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	634	G2c	MZ570142.1|CH/HNXC-02/2020|14-Nov-2020|China	14-Nov-2020	missing_or_unparseable_date
MZ570143.1	Porcine epidemic diarrhea virus isolate CH/HNSMX-01/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	614	G2c	MZ570143.1|CH/HNSMX-01/2020|22-Nov-2020|China	22-Nov-2020	missing_or_unparseable_date
MZ570144.1	Porcine epidemic diarrhea virus isolate CH/HNAY-01/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	838	G2c	MZ570144.1|CH/HNAY-01/2020|28-Nov-2020|China	28-Nov-2020	missing_or_unparseable_date
MZ570145.1	Porcine epidemic diarrhea virus isolate CH/HNKF-03/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	779	G2c	MZ570145.1|CH/HNKF-03/2020|02-Dec-2020|China	02-Dec-2020	missing_or_unparseable_date
MZ570146.1	Porcine epidemic diarrhea virus isolate CH/HNSQ-01/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	1054	G2c	MZ570146.1|CH/HNSQ-01/2020|07-Dec-2020|China	07-Dec-2020	missing_or_unparseable_date
MZ570147.1	Porcine epidemic diarrhea virus isolate CH/HNXC-03/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	1055	G2c	MZ570147.1|CH/HNXC-03/2020|11-Dec-2020|China	11-Dec-2020	missing_or_unparseable_date
MZ570148.1	Porcine epidemic diarrhea virus isolate CH/HNXC-04/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	719	G2c	MZ570148.1|CH/HNXC-04/2020|18-Dec-2020|China	18-Dec-2020	missing_or_unparseable_date
MZ570149.1	Porcine epidemic diarrhea virus isolate CH/HNNY-01/2020 spike protein (S) gene, complete cds	G2cchinanew.txt	852	G2c	MZ570149.1|CH/HNNY-01/2020|26-Dec-2020|China	26-Dec-2020	missing_or_unparseable_date
MZ740469.1	Porcine epidemic diarrhea virus strain CH-HNLH-03 spike protein (S) gene, complete cds	G2cchinanew.txt	1180	G2c	MZ740469.1|CH-HNLH-03|02-Mar-2021|China	02-Mar-2021	missing_or_unparseable_date
MZ740470.1	Porcine epidemic diarrhea virus strain CH-HNJY-01 spike protein (S) gene, complete cds	G2cchinanew.txt	760	G2c	MZ740470.1|CH-HNJY-01|18-Mar-2021|China	18-Mar-2021	missing_or_unparseable_date
MZ740471.1	Porcine epidemic diarrhea virus strain CH-HNPDS-01 spike protein (S) gene, complete cds	G2cchinanew.txt	332	G2c	MZ740471.1|CH-HNPDS-01|15-Apr-2021|China	15-Apr-2021	missing_or_unparseable_date
MZ740472.1	Porcine epidemic diarrhea virus strain CH-HNNY-02 spike protein (S) gene, complete cds	G2cchinanew.txt	320	G2c	MZ740472.1|CH-HNNY-02|17-May-2021|China	17-May-2021	missing_or_unparseable_date
OL348059.1	Porcine epidemic diarrhea virus strain XJ1904-34, complete genome	G2cchinanew.txt	275	G2c	OL348059.1|XJ1904-34|20-Apr-2019|China	20-Apr-2019	missing_or_unparseable_date
OL841533.1	UNVERIFIED: Porcine epidemic diarrhea virus isolate CH/HB/BD01 spike-like (S) gene, complete sequence	G2cchinanew.txt	440	G2c	OL841533.1|CH/HB/BD01|25-Sep-2020|China	25-Sep-2020	missing_or_unparseable_date
OL841534.1	UNVERIFIED: Porcine epidemic diarrhea virus isolate CH/HB/BD02 spike-like (S) gene, complete sequence	G2cchinanew.txt	1114	G2c	OL841534.1|CH/HB/BD02|21-Oct-2020|China	21-Oct-2020	missing_or_unparseable_date
OL841535.1	UNVERIFIED: Porcine epidemic diarrhea virus isolate CH/HB/BD03 spike-like (S) gene, complete sequence	G2cchinanew.txt	1112	G2c	OL841535.1|CH/HB/BD03|14-Apr-2021|China	14-Apr-2021	missing_or_unparseable_date
OL841536.1	UNVERIFIED: Porcine epidemic diarrhea virus isolate CH/HB/HD01 spike-like (S) gene, complete sequence	G2cchinanew.txt	442	G2c	OL841536.1|CH/HB/HD01|18-Apr-2021|China	18-Apr-2021	missing_or_unparseable_date
OL841537.1	UNVERIFIED: Porcine epidemic diarrhea virus isolate CH/HB/HD02 spike-like (S) gene, complete sequence	G2cchinanew.txt	444	G2c	OL841537.1|CH/HB/HD02|20-Apr-2021|China	20-Apr-2021	missing_or_unparseable_date
OL841538.1	UNVERIFIED: Porcine epidemic diarrhea virus isolate CH/HB/XT01 spike-like (S) gene, complete sequence	G2cchinanew.txt	1115	G2c	OL841538.1|CH/HB/XT01|20-May-2021|China	20-May-2021	missing_or_unparseable_date
OL870433.1	Porcine epidemic diarrhea virus isolate CH/HB/CZ01 spike (S) gene, complete cds	G2cchinanew.txt	441	G2c	OL870433.1|CH/HB/CZ01|19-Jun-2021|China	19-Jun-2021	missing_or_unparseable_date
OL870434.1	Porcine epidemic diarrhea virus isolate CH/HB/CZ02 spike (S) gene, complete cds	G2cchinanew.txt	1113	G2c	OL870434.1|CH/HB/CZ02|15-Aug-2021|China	15-Aug-2021	missing_or_unparseable_date
OL870435.1	Porcine epidemic diarrhea virus isolate CH/HB/ZJK01 spike (S) gene, complete cds	G2cchinanew.txt	445	G2c	OL870435.1|CH/HB/ZJK01|20-Sep-2021|China	20-Sep-2021	missing_or_unparseable_date
OL870436.1	Porcine epidemic diarrhea virus isolate CH/HB/ZJK02 spike (S) gene, complete cds	G2cchinanew.txt	443	G2c	OL870436.1|CH/HB/ZJK02|25-Oct-2021|China	25-Oct-2021	missing_or_unparseable_date
OM505025.1	Porcine epidemic diarrhea virus isolate CHN-SC2021, complete genome	G2cchinanew.txt	656	G2c	OM505025.1|CHN-SC2021|01-Mar-2021|China	01-Mar-2021	missing_or_unparseable_date
OM914738.1	Porcine epidemic diarrhea virus isolate CH/HLJBQL/2022, complete genome	G2cchinanew.txt	337	G2c	OM914738.1|CH/HLJBQL/2022|20-Nov-2021|China	20-Nov-2021	missing_or_unparseable_date
ON168803.1	Porcine epidemic diarrhea virus strain NH-TA2020 spike protein gene, complete cds	G2cchinanew.txt	820	G2c	ON168803.1|NH-TA2020|12-Mar-2020|China	12-Mar-2020	missing_or_unparseable_date
ON960076.1	Porcine epidemic diarrhea virus strain CH/HNLYL/2021, complete genome	G2cchinanew.txt	980	G2c	ON960076.1|CH/HNLYL/2021|22-Dec-2021|China	22-Dec-2021	missing_or_unparseable_date
ON960077.1	Porcine epidemic diarrhea virus strain CH/HNWMB/2021, complete genome	G2cchinanew.txt	860	G2c	ON960077.1|CH/HNWMB/2021|15-May-2021|China	15-May-2021	missing_or_unparseable_date
ON968723.1	Porcine epidemic diarrhea virus isolate CH/HLJJS/2022, complete genome	G2cchinanew.txt	1154	G2c	ON968723.1|CH/HLJJS/2022|20-Mar-2022|China	20-Mar-2022	missing_or_unparseable_date
ON988085.1	Porcine epidemic diarrhea virus isolate SDHY_DY spike protein (S) gene, partial cds	G2cchinanew.txt	59	G2c	ON988085.1|SDHY_DY|12-Dec-2020|China	12-Dec-2020	missing_or_unparseable_date
ON988086.1	Porcine epidemic diarrhea virus isolate SDHY_ZB spike protein (S) gene, partial cds	G2cchinanew.txt	810	G2c	ON988086.1|SDHY_ZB|20-Nov-2020|China	20-Nov-2020	missing_or_unparseable_date
ON988087.1	Porcine epidemic diarrhea virus isolate SDHY_YT spike protein (S) gene, partial cds	G2cchinanew.txt	1009	G2c	ON988087.1|SDHY_YT|18-Dec-2019|China	18-Dec-2019	missing_or_unparseable_date
ON988088.1	Porcine epidemic diarrhea virus isolate SDHY_TA03 spike protein (S) gene, partial cds	G2cchinanew.txt	42	G2c	ON988088.1|SDHY_TA03|10-Jan-2021|China	10-Jan-2021	missing_or_unparseable_date
ON988089.1	Porcine epidemic diarrhea virus isolate SDHY_TA02 spike protein (S) gene, partial cds	G2cchinanew.txt	701	G2c	ON988089.1|SDHY_TA02|07-Dec-2020|China	07-Dec-2020	missing_or_unparseable_date
ON988090.1	Porcine epidemic diarrhea virus isolate SDHY_TA01 spike protein (S) gene, partial cds	G2cchinanew.txt	700	G2c	ON988090.1|SDHY_TA01|26-Jan-2019|China	26-Jan-2019	missing_or_unparseable_date
ON988091.1	Porcine epidemic diarrhea virus isolate SDHY_QD spike protein (S) gene, partial cds	G2cchinanew.txt	749	G2c	ON988091.1|SDHY_QD|21-Jan-2021|China	21-Jan-2021	missing_or_unparseable_date
ON988092.1	Porcine epidemic diarrhea virus isolate SDHY_LW spike protein (S) gene, partial cds	G2cchinanew.txt	699	G2c	ON988092.1|SDHY_LW|20-Nov-2019|China	20-Nov-2019	missing_or_unparseable_date
ON988093.1	Porcine epidemic diarrhea virus isolate SDHY_LC spike protein (S) gene, partial cds	G2cchinanew.txt	732	G2c	ON988093.1|SDHY_LC|02-Mar-2021|China	02-Mar-2021	missing_or_unparseable_date
ON988094.1	Porcine epidemic diarrhea virus isolate SDHY_JN02 spike protein (S) gene, partial cds	G2cchinanew.txt	702	G2c	ON988094.1|SDHY_JN02|24-Nov-2020|China	24-Nov-2020	missing_or_unparseable_date
ON988095.1	Porcine epidemic diarrhea virus isolate SDHY_JN01 spike protein (S) gene, partial cds	G2cchinanew.txt	43	G2c	ON988095.1|SDHY_JN01|05-Nov-2020|China	05-Nov-2020	missing_or_unparseable_date
ON988096.1	Porcine epidemic diarrhea virus isolate SDHY_BZ spike protein (S) gene, partial cds	G2cchinanew.txt	811	G2c	ON988096.1|SDHY_BZ|02-Mar-2021|China	02-Mar-2021	missing_or_unparseable_date
OP019335.1	Porcine epidemic diarrhea virus isolate PEDV/CH/FJ/2022 spike protein (S) gene, partial cds	G2cchinanew.txt	1095	G2c	OP019335.1|PEDV/CH/FJ/2022|23-Mar-2022|China	23-Mar-2022	missing_or_unparseable_date
OP019336.1	Porcine epidemic diarrhea virus isolate PEDV/CH/GU/2021 spike protein (S) gene, partial cds	G2cchinanew.txt	345	G2c	OP019336.1|PEDV/CH/GU/2021|06-Jul-2021|China	06-Jul-2021	missing_or_unparseable_date
OP019338.1	Porcine epidemic diarrhea virus isolate PEDV/CH/GZ/TN/2021 spike protein (S) gene, partial cds	G2cchinanew.txt	1078	G2c	OP019338.1|PEDV/CH/GZ/TN/2021|12-Aug-2021|China	12-Aug-2021	missing_or_unparseable_date
OP019340.1	Porcine epidemic diarrhea virus isolate PEDV/CH/HN/NK1/2021 spike protein (S) gene, partial cds	G2cchinanew.txt	1049	G2c	OP019340.1|PEDV/CH/HN/NK1/2021|16-Dec-2021|China	16-Dec-2021	missing_or_unparseable_date
OP019341.1	Porcine epidemic diarrhea virus isolate PEDV/CH/HN/NK/2021 spike protein (S) gene, partial cds	G2cchinanew.txt	1042	G2c	OP019341.1|PEDV/CH/HN/NK/2021|16-Dec-2021|China	16-Dec-2021	missing_or_unparseable_date
OP019350.1	Porcine epidemic diarrhea virus isolate PEDV/CH/SC/CY/2022 spike protein (S) gene, partial cds	G2cchinanew.txt	1140	G2c	OP019350.1|PEDV/CH/SC/CY/2022|22-Jan-2022|China	22-Jan-2022	missing_or_unparseable_date
OP019351.1	Porcine epidemic diarrhea virus isolate PEDV/CH/TS/J/2022 spike protein (S) gene, partial cds	G2cchinanew.txt	705	G2c	OP019351.1|PEDV/CH/TS/J/2022|04-Jan-2022|China	04-Jan-2022	missing_or_unparseable_date
OP019352.1	Porcine epidemic diarrhea virus isolate PEDV/CH/WF/RZ1/2021 spike protein (S) gene, partial cds	G2cchinanew.txt	666	G2c	OP019352.1|PEDV/CH/WF/RZ1/2021|15-Dec-2021|China	15-Dec-2021	missing_or_unparseable_date
OP433730.1	Porcine epidemic diarrhea virus isolate S-GDDL spike protein (S) gene, complete cds	G2cchinanew.txt	1010	G2c	OP433730.1|S-GDDL|11-Nov-2021|China	11-Nov-2021	missing_or_unparseable_date
OP433731.1	Porcine epidemic diarrhea virus isolate S-GDRY spike protein (S) gene, complete cds	G2cchinanew.txt	1166	G2c	OP433731.1|S-GDRY|05-Aug-2021|China	05-Aug-2021	missing_or_unparseable_date
OP433732.1	Porcine epidemic diarrhea virus isolate S-GDYD spike protein (S) gene, complete cds	G2cchinanew.txt	1164	G2c	OP433732.1|S-GDYD|21-Mar-2021|China	21-Mar-2021	missing_or_unparseable_date
OP433733.1	Porcine epidemic diarrhea virus isolate S-GDHP spike protein (S) gene, complete cds	G2cchinanew.txt	244	G2c	OP433733.1|S-GDHP|12-Apr-2021|China	12-Apr-2021	missing_or_unparseable_date
OP433734.1	Porcine epidemic diarrhea virus isolate S-GDBQ spike protein (S) gene, complete cds	G2cchinanew.txt	1159	G2c	OP433734.1|S-GDBQ|20-Apr-2021|China	20-Apr-2021	missing_or_unparseable_date
OP433735.1	Porcine epidemic diarrhea virus isolate S-GDXF spike protein (S) gene, complete cds	G2cchinanew.txt	824	G2c	OP433735.1|S-GDXF|04-Jun-2021|China	04-Jun-2021	missing_or_unparseable_date
OP433737.1	Porcine epidemic diarrhea virus isolate S-GDQT spike protein (S) gene, complete cds	G2cchinanew.txt	1011	G2c	OP433737.1|S-GDQT|18-Nov-2021|China	18-Nov-2021	missing_or_unparseable_date
OP433738.1	Porcine epidemic diarrhea virus isolate S-GDYH spike protein (S) gene, complete cds	G2cchinanew.txt	1167	G2c	OP433738.1|S-GDYH|24-Nov-2021|China	24-Nov-2021	missing_or_unparseable_date
OP433739.1	Porcine epidemic diarrhea virus isolate S-GDDM spike protein (S) gene, complete cds	G2cchinanew.txt	1165	G2c	OP433739.1|S-GDDM|02-Nov-2021|China	02-Nov-2021	missing_or_unparseable_date
OP433740.1	Porcine epidemic diarrhea virus isolate S-GDENP spike protein (S) gene, complete cds	G2cchinanew.txt	245	G2c	OP433740.1|S-GDENP|10-Oct-2021|China	10-Oct-2021	missing_or_unparseable_date
OP433741.1	Porcine epidemic diarrhea virus isolate S-GDYX spike protein (S) gene, complete cds	G2cchinanew.txt	1160	G2c	OP433741.1|S-GDYX|17-Oct-2021|China	17-Oct-2021	missing_or_unparseable_date
OP433742.1	Porcine epidemic diarrhea virus isolate S-GDSL spike protein (S) gene, complete cds	G2cchinanew.txt	825	G2c	OP433742.1|S-GDSL|25-Oct-2021|China	25-Oct-2021	missing_or_unparseable_date
OP433743.1	Porcine epidemic diarrhea virus isolate S-GDCW spike protein (S) gene, complete cds	G2cchinanew.txt	243	G2c	OP433743.1|S-GDCW|12-Dec-2021|China	12-Dec-2021	missing_or_unparseable_date
OP433744.1	Porcine epidemic diarrhea virus isolate S-GDGZ spike protein (S) gene, complete cds	G2cchinanew.txt	1158	G2c	OP433744.1|S-GDGZ|21-Dec-2021|China	21-Dec-2021	missing_or_unparseable_date
OP433745.1	Porcine epidemic diarrhea virus isolate S-GDDH spike protein (S) gene, complete cds	G2cchinanew.txt	823	G2c	OP433745.1|S-GDDH|27-Dec-2021|China	27-Dec-2021	missing_or_unparseable_date
